source	transformation	target
Victor behind John hears Willow	sem	 hear ( victor , willow ) & behind ( victor , john ) 
Frank knows Ynez	sem	know ( frank , ynez )
Claire sees Henry	sem	see ( claire , henry )
Henry by Zack believes Ned	sem	 believe ( henry , ned ) & by ( henry , zack ) 
Ynez by Ynez sings	sem	 sing ( ynez ) & by ( ynez , ynez ) 
Bob meets Ned	sem	meet ( bob , ned )
Victor by Daniel sings	sem	 sing ( victor ) & by ( victor , daniel ) 
Ynez beside Ynez knows Xavier	sem	 know ( ynez , xavier ) & beside ( ynez , ynez ) 
Isla sees Bob	sem	see ( isla , bob )
Isla dances	sem	dance ( isla )
Henry dreams	sem	dream ( henry )
Ned near Xavier hears himself	sem	 hear ( ned , ned ) & near ( ned , xavier ) 
Claire believes Kate	sem	believe ( claire , kate )
Ynez believes Frank	sem	believe ( ynez , frank )
Willow near Bob dances	sem	 dance ( willow ) & near ( willow , bob ) 
John by Thomas runs	sem	 run ( john ) & by ( john , thomas ) 
Thomas near Grace hears himself	sem	 hear ( thomas , thomas ) & near ( thomas , grace ) 
Willow runs	sem	run ( willow )
Bob by John dreams	sem	 dream ( bob ) & by ( bob , john ) 
Ynez near Frank hears herself	sem	 hear ( ynez , ynez ) & near ( ynez , frank ) 
Kate sings	sem	sing ( kate )
Kate meets Ellie	sem	meet ( kate , ellie )
Claire near Victor hears herself	sem	 hear ( claire , claire ) & near ( claire , victor ) 
Olivia dances	sem	dance ( olivia )
Grace beside Ynez dances	sem	 dance ( grace ) & beside ( grace , ynez ) 
Ned meets Henry	sem	meet ( ned , henry )
Claire runs	sem	run ( claire )
Isla near Bob dreams	sem	 dream ( isla ) & near ( isla , bob ) 
Xavier beside Isla meets Leo	sem	 meet ( xavier , leo ) & beside ( xavier , isla ) 
Leo near Victor believes Victor	sem	 believe ( leo , victor ) & near ( leo , victor ) 
Victor knows Victor	sem	know ( victor , victor )
Leo hears Mary	sem	hear ( leo , mary )
Ynez beside Kate sings	sem	 sing ( ynez ) & beside ( ynez , kate ) 
Daniel dances	sem	dance ( daniel )
Daniel behind Ynez hears himself	sem	 hear ( daniel , daniel ) & behind ( daniel , ynez ) 
Kate runs	sem	run ( kate )
Peter believes Ron	sem	believe ( peter , ron )
Ursa hears herself	sem	hear ( ursa , ursa )
Zack by Grace dreams	sem	 dream ( zack ) & by ( zack , grace ) 
Ynez near John hears herself	sem	 hear ( ynez , ynez ) & near ( ynez , john ) 
Henry meets himself	sem	meet ( henry , henry )
Peter beside Leo dreams	sem	 dream ( peter ) & beside ( peter , leo ) 
Bob believes Quinn	sem	believe ( bob , quinn )
Grace hears Zack	sem	hear ( grace , zack )
Bob near Claire dances	sem	 dance ( bob ) & near ( bob , claire ) 
Isla sees Sarah	sem	see ( isla , sarah )
Kate meets Henry	sem	meet ( kate , henry )
Claire by Bob sings	sem	 sing ( claire ) & by ( claire , bob ) 
Alice near Frank meets Ynez	sem	 meet ( alice , ynez ) & near ( alice , frank ) 
Thomas meets Grace	sem	meet ( thomas , grace )
Ellie dreams	sem	dream ( ellie )
Henry behind Victor runs	sem	 run ( henry ) & behind ( henry , victor ) 
Thomas near Frank hears himself	sem	 hear ( thomas , thomas ) & near ( thomas , frank ) 
Kate beside Ned meets Daniel	sem	 meet ( kate , daniel ) & beside ( kate , ned ) 
Xavier believes himself	sem	believe ( xavier , xavier )
Kate dreams	sem	dream ( kate )
Victor meets Sarah	sem	meet ( victor , sarah )
Willow near Grace sleeps	sem	 sleep ( willow ) & near ( willow , grace ) 
Peter meets Ursa	sem	meet ( peter , ursa )
John hears Daniel	sem	hear ( john , daniel )
Ynez near Leo knows Zack	sem	 know ( ynez , zack ) & near ( ynez , leo ) 
Bob near Peter meets himself	sem	 meet ( bob , bob ) & near ( bob , peter ) 
Xavier by Grace hears himself	sem	 hear ( xavier , xavier ) & by ( xavier , grace ) 
Ned runs	sem	run ( ned )
Quinn by Ned sees Xavier	sem	 see ( quinn , xavier ) & by ( quinn , ned ) 
Henry by Willow knows Ron	sem	 know ( henry , ron ) & by ( henry , willow ) 
Xavier beside Xavier sees himself	sem	 see ( xavier , xavier ) & beside ( xavier , xavier ) 
Grace believes Claire	sem	believe ( grace , claire )
Alice near Sarah sleeps	sem	 sleep ( alice ) & near ( alice , sarah ) 
Olivia dances	sem	dance ( olivia )
Thomas by Ellie dreams	sem	 dream ( thomas ) & by ( thomas , ellie ) 
Claire behind Ynez runs	sem	 run ( claire ) & behind ( claire , ynez ) 
Ellie dreams	sem	dream ( ellie )
Ellie behind Ron sleeps	sem	 sleep ( ellie ) & behind ( ellie , ron ) 
Frank dances	sem	dance ( frank )
Kate beside Daniel dances	sem	 dance ( kate ) & beside ( kate , daniel ) 
Kate by Ellie sleeps	sem	 sleep ( kate ) & by ( kate , ellie ) 
Ynez dances	sem	dance ( ynez )
Grace beside Frank meets Grace	sem	 meet ( grace , grace ) & beside ( grace , frank ) 
Claire near Victor dreams	sem	 dream ( claire ) & near ( claire , victor ) 
Peter beside John meets himself	sem	 meet ( peter , peter ) & beside ( peter , john ) 
Thomas hears John	sem	hear ( thomas , john )
Ursa near Grace believes herself	sem	 believe ( ursa , ursa ) & near ( ursa , grace ) 
Ynez dances	sem	dance ( ynez )
Ellie dances	sem	dance ( ellie )
Ursa beside Sarah knows herself	sem	 know ( ursa , ursa ) & beside ( ursa , sarah ) 
Isla behind Henry believes herself	sem	 believe ( isla , isla ) & behind ( isla , henry ) 
Ron by Leo knows Henry	sem	 know ( ron , henry ) & by ( ron , leo ) 
Ned meets himself	sem	meet ( ned , ned )
Ellie by Ron sings	sem	 sing ( ellie ) & by ( ellie , ron ) 
John runs	sem	run ( john )
Claire by Isla believes Victor	sem	 believe ( claire , victor ) & by ( claire , isla ) 
John knows himself	sem	know ( john , john )
Olivia sings	sem	sing ( olivia )
Mary by Ron hears Isla	sem	 hear ( mary , isla ) & by ( mary , ron ) 
Ursa behind Ynez meets herself	sem	 meet ( ursa , ursa ) & behind ( ursa , ynez ) 
Ned by Alice hears Ned	sem	 hear ( ned , ned ) & by ( ned , alice ) 
Victor behind Olivia meets himself	sem	 meet ( victor , victor ) & behind ( victor , olivia ) 
Peter behind Mary runs	sem	 run ( peter ) & behind ( peter , mary ) 
Mary knows Olivia	sem	know ( mary , olivia )
Ellie hears herself	sem	hear ( ellie , ellie )
Victor knows Daniel	sem	know ( victor , daniel )
Ned by Kate dances	sem	 dance ( ned ) & by ( ned , kate ) 
Ynez behind Olivia dreams	sem	 dream ( ynez ) & behind ( ynez , olivia ) 
Kate knows Thomas	sem	know ( kate , thomas )
Sarah by Ynez sings	sem	 sing ( sarah ) & by ( sarah , ynez ) 
Olivia sleeps	sem	sleep ( olivia )
Sarah dreams	sem	dream ( sarah )
Willow sings	sem	sing ( willow )
Ellie by Ynez hears herself	sem	 hear ( ellie , ellie ) & by ( ellie , ynez ) 
Leo runs	sem	run ( leo )
Ellie runs	sem	run ( ellie )
Leo sleeps	sem	sleep ( leo )
Ursa sleeps	sem	sleep ( ursa )
Olivia by Daniel meets Thomas	sem	 meet ( olivia , thomas ) & by ( olivia , daniel ) 
Alice believes herself	sem	believe ( alice , alice )
Ynez runs	sem	run ( ynez )
Claire sees herself	sem	see ( claire , claire )
Victor behind Zack knows Ned	sem	 know ( victor , ned ) & behind ( victor , zack ) 
Henry beside Victor believes Frank	sem	 believe ( henry , frank ) & beside ( henry , victor ) 
John by Ynez runs	sem	 run ( john ) & by ( john , ynez ) 
Zack beside Willow believes Willow	sem	 believe ( zack , willow ) & beside ( zack , willow ) 
Frank dances	sem	dance ( frank )
Daniel near Zack dreams	sem	 dream ( daniel ) & near ( daniel , zack ) 
John hears Olivia	sem	hear ( john , olivia )
Frank sees Ynez	sem	see ( frank , ynez )
Olivia dances	sem	dance ( olivia )
Ynez hears Henry	sem	hear ( ynez , henry )
Frank meets Quinn	sem	meet ( frank , quinn )
Claire sings	sem	sing ( claire )
Sarah behind Victor runs	sem	 run ( sarah ) & behind ( sarah , victor ) 
Ned by Ynez sees Grace	sem	 see ( ned , grace ) & by ( ned , ynez ) 
Frank meets himself	sem	meet ( frank , frank )
Willow knows Ynez	sem	know ( willow , ynez )
Ron meets Ned	sem	meet ( ron , ned )
Xavier beside Ynez sings	sem	 sing ( xavier ) & beside ( xavier , ynez ) 
Henry hears himself	sem	hear ( henry , henry )
Isla beside Peter believes Grace	sem	 believe ( isla , grace ) & beside ( isla , peter ) 
Isla near Frank knows herself	sem	 know ( isla , isla ) & near ( isla , frank ) 
Mary knows Peter	sem	know ( mary , peter )
Isla near Ellie dreams	sem	 dream ( isla ) & near ( isla , ellie ) 
Ned sees Ron	sem	see ( ned , ron )
Henry near Olivia meets Claire	sem	 meet ( henry , claire ) & near ( henry , olivia ) 
Frank near Sarah dreams	sem	 dream ( frank ) & near ( frank , sarah ) 
Kate hears Xavier	sem	hear ( kate , xavier )
Ned sings	sem	sing ( ned )
Xavier by Alice sleeps	sem	 sleep ( xavier ) & by ( xavier , alice ) 
Henry knows himself	sem	know ( henry , henry )
Leo knows Daniel	sem	know ( leo , daniel )
Bob runs	sem	run ( bob )
Isla knows Ron	sem	know ( isla , ron )
Olivia sleeps	sem	sleep ( olivia )
Ursa believes herself	sem	believe ( ursa , ursa )
Willow behind John runs	sem	 run ( willow ) & behind ( willow , john ) 
Ynez dances	sem	dance ( ynez )
Victor behind Ron sleeps	sem	 sleep ( victor ) & behind ( victor , ron ) 
Peter beside Mary meets Xavier	sem	 meet ( peter , xavier ) & beside ( peter , mary ) 
Willow knows Zack	sem	know ( willow , zack )
Grace meets Peter	sem	meet ( grace , peter )
Isla believes herself	sem	believe ( isla , isla )
Ron dreams	sem	dream ( ron )
Ron near Willow meets Henry	sem	 meet ( ron , henry ) & near ( ron , willow ) 
Mary hears Mary	sem	hear ( mary , mary )
Zack near Leo knows himself	sem	 know ( zack , zack ) & near ( zack , leo ) 
Mary near Henry believes herself	sem	 believe ( mary , mary ) & near ( mary , henry ) 
Daniel near Ron knows himself	sem	 know ( daniel , daniel ) & near ( daniel , ron ) 
Grace meets herself	sem	meet ( grace , grace )
Ursa meets Thomas	sem	meet ( ursa , thomas )
Alice behind Sarah knows Olivia	sem	 know ( alice , olivia ) & behind ( alice , sarah ) 
Willow sleeps	sem	sleep ( willow )
Zack hears Claire	sem	hear ( zack , claire )
Ned sleeps	sem	sleep ( ned )
Ellie beside Ynez believes herself	sem	 believe ( ellie , ellie ) & beside ( ellie , ynez ) 
Ron hears Grace	sem	hear ( ron , grace )
Quinn by Zack knows herself	sem	 know ( quinn , quinn ) & by ( quinn , zack ) 
Willow behind Thomas hears Victor	sem	 hear ( willow , victor ) & behind ( willow , thomas ) 
Henry by Quinn believes himself	sem	 believe ( henry , henry ) & by ( henry , quinn ) 
Kate by Ursa hears Leo	sem	 hear ( kate , leo ) & by ( kate , ursa ) 
Claire sings	sem	sing ( claire )
Leo beside Xavier sleeps	sem	 sleep ( leo ) & beside ( leo , xavier ) 
Ron sleeps	sem	sleep ( ron )
Kate sees Claire	sem	see ( kate , claire )
Thomas near Ned knows Ned	sem	 know ( thomas , ned ) & near ( thomas , ned ) 
Claire sings	sem	sing ( claire )
Zack beside Claire dances	sem	 dance ( zack ) & beside ( zack , claire ) 
Ursa behind Willow sees herself	sem	 see ( ursa , ursa ) & behind ( ursa , willow ) 
Thomas meets Daniel	sem	meet ( thomas , daniel )
Grace hears herself	sem	hear ( grace , grace )
Xavier runs	sem	run ( xavier )
Bob hears Alice	sem	hear ( bob , alice )
Ned behind Victor dreams	sem	 dream ( ned ) & behind ( ned , victor ) 
Ellie hears Zack	sem	hear ( ellie , zack )
Isla near Xavier sees Kate	sem	 see ( isla , kate ) & near ( isla , xavier ) 
Sarah dances	sem	dance ( sarah )
Alice beside Willow sees herself	sem	 see ( alice , alice ) & beside ( alice , willow ) 
Thomas near Henry hears himself	sem	 hear ( thomas , thomas ) & near ( thomas , henry ) 
Ynez near Thomas dances	sem	 dance ( ynez ) & near ( ynez , thomas ) 
Frank believes John	sem	believe ( frank , john )
Olivia hears Peter	sem	hear ( olivia , peter )
Victor by Olivia sleeps	sem	 sleep ( victor ) & by ( victor , olivia ) 
Ron meets Zack	sem	meet ( ron , zack )
Ron runs	sem	run ( ron )
Kate by Isla knows herself	sem	 know ( kate , kate ) & by ( kate , isla ) 
Ned believes himself	sem	believe ( ned , ned )
Ron sees Sarah	sem	see ( ron , sarah )
Xavier hears Leo	sem	hear ( xavier , leo )
Isla behind Zack meets herself	sem	 meet ( isla , isla ) & behind ( isla , zack ) 
Ned sings	sem	sing ( ned )
Peter sees Daniel	sem	see ( peter , daniel )
Zack near Sarah knows Grace	sem	 know ( zack , grace ) & near ( zack , sarah ) 
Henry behind Olivia dreams	sem	 dream ( henry ) & behind ( henry , olivia ) 
Alice sings	sem	sing ( alice )
Xavier meets Henry	sem	meet ( xavier , henry )
Bob runs	sem	run ( bob )
Zack by Sarah dreams	sem	 dream ( zack ) & by ( zack , sarah ) 
Victor sleeps	sem	sleep ( victor )
Ursa behind Ron sings	sem	 sing ( ursa ) & behind ( ursa , ron ) 
Frank behind Henry knows Mary	sem	 know ( frank , mary ) & behind ( frank , henry ) 
Thomas sees John	sem	see ( thomas , john )
Claire near Victor knows Leo	sem	 know ( claire , leo ) & near ( claire , victor ) 
John sings	sem	sing ( john )
Claire by Bob knows Zack	sem	 know ( claire , zack ) & by ( claire , bob ) 
John knows himself	sem	know ( john , john )
Alice meets herself	sem	meet ( alice , alice )
Kate near Henry knows Zack	sem	 know ( kate , zack ) & near ( kate , henry ) 
Frank behind Victor knows Henry	sem	 know ( frank , henry ) & behind ( frank , victor ) 
Ned behind Daniel meets Isla	sem	 meet ( ned , isla ) & behind ( ned , daniel ) 
Quinn near Frank sings	sem	 sing ( quinn ) & near ( quinn , frank ) 
Xavier meets Isla	sem	meet ( xavier , isla )
Henry meets himself	sem	meet ( henry , henry )
Grace by Willow believes Ursa	sem	 believe ( grace , ursa ) & by ( grace , willow ) 
Ellie behind Bob sees Ursa	sem	 see ( ellie , ursa ) & behind ( ellie , bob ) 
Victor meets Willow	sem	meet ( victor , willow )
Willow by Zack hears Zack	sem	 hear ( willow , zack ) & by ( willow , zack ) 
Daniel knows Leo	sem	know ( daniel , leo )
Isla by Ursa knows herself	sem	 know ( isla , isla ) & by ( isla , ursa ) 
Ned near Alice sings	sem	 sing ( ned ) & near ( ned , alice ) 
Thomas near Ron sleeps	sem	 sleep ( thomas ) & near ( thomas , ron ) 
Zack believes Grace	sem	believe ( zack , grace )
Sarah by Sarah sings	sem	 sing ( sarah ) & by ( sarah , sarah ) 
Zack sleeps	sem	sleep ( zack )
Frank behind John believes Ellie	sem	 believe ( frank , ellie ) & behind ( frank , john ) 
Thomas knows Ellie	sem	know ( thomas , ellie )
Frank sings	sem	sing ( frank )
Thomas near Ursa knows Thomas	sem	 know ( thomas , thomas ) & near ( thomas , ursa ) 
Claire near Ynez meets Zack	sem	 meet ( claire , zack ) & near ( claire , ynez ) 
Ned by Alice meets Peter	sem	 meet ( ned , peter ) & by ( ned , alice ) 
Grace runs	sem	run ( grace )
Grace behind Frank runs	sem	 run ( grace ) & behind ( grace , frank ) 
Mary beside Peter believes herself	sem	 believe ( mary , mary ) & beside ( mary , peter ) 
Sarah by Peter knows Leo	sem	 know ( sarah , leo ) & by ( sarah , peter ) 
Zack meets Zack	sem	meet ( zack , zack )
Frank meets Isla	sem	meet ( frank , isla )
Mary hears herself	sem	hear ( mary , mary )
Daniel dances	sem	dance ( daniel )
Frank meets Ursa	sem	meet ( frank , ursa )
Ursa knows Sarah	sem	know ( ursa , sarah )
Daniel meets Grace	sem	meet ( daniel , grace )
Victor believes Xavier	sem	believe ( victor , xavier )
John hears Kate	sem	hear ( john , kate )
Quinn believes Ned	sem	believe ( quinn , ned )
Ynez behind Willow dreams	sem	 dream ( ynez ) & behind ( ynez , willow ) 
Ursa near Willow dances	sem	 dance ( ursa ) & near ( ursa , willow ) 
Peter near Peter sings	sem	 sing ( peter ) & near ( peter , peter ) 
Ynez by Sarah sings	sem	 sing ( ynez ) & by ( ynez , sarah ) 
Ron behind Thomas sees Leo	sem	 see ( ron , leo ) & behind ( ron , thomas ) 
Mary beside Sarah sings	sem	 sing ( mary ) & beside ( mary , sarah ) 
Zack near Ron hears Grace	sem	 hear ( zack , grace ) & near ( zack , ron ) 
Bob meets himself	sem	meet ( bob , bob )
Sarah beside Bob meets Sarah	sem	 meet ( sarah , sarah ) & beside ( sarah , bob ) 
Claire sings	sem	sing ( claire )
Zack behind Xavier runs	sem	 run ( zack ) & behind ( zack , xavier ) 
Willow meets herself	sem	meet ( willow , willow )
Peter hears Isla	sem	hear ( peter , isla )
Frank runs	sem	run ( frank )
Victor near Alice sleeps	sem	 sleep ( victor ) & near ( victor , alice ) 
Frank dances	sem	dance ( frank )
Peter by Isla knows Henry	sem	 know ( peter , henry ) & by ( peter , isla ) 
Kate believes Ynez	sem	believe ( kate , ynez )
Quinn dreams	sem	dream ( quinn )
Sarah meets Daniel	sem	meet ( sarah , daniel )
Thomas beside Ursa dreams	sem	 dream ( thomas ) & beside ( thomas , ursa ) 
Isla near Leo sings	sem	 sing ( isla ) & near ( isla , leo ) 
Grace dances	sem	dance ( grace )
Frank near Peter knows Ynez	sem	 know ( frank , ynez ) & near ( frank , peter ) 
Xavier beside Sarah knows Sarah	sem	 know ( xavier , sarah ) & beside ( xavier , sarah ) 
Ned behind Ron sees Peter	sem	 see ( ned , peter ) & behind ( ned , ron ) 
Xavier believes Willow	sem	believe ( xavier , willow )
Daniel by Zack dances	sem	 dance ( daniel ) & by ( daniel , zack ) 
Leo behind Leo sleeps	sem	 sleep ( leo ) & behind ( leo , leo ) 
Mary meets herself	sem	meet ( mary , mary )
Thomas near Zack knows himself	sem	 know ( thomas , thomas ) & near ( thomas , zack ) 
Zack knows Sarah	sem	know ( zack , sarah )
Henry sees Mary	sem	see ( henry , mary )
Xavier behind Alice dances	sem	 dance ( xavier ) & behind ( xavier , alice ) 
Peter by Thomas believes Leo	sem	 believe ( peter , leo ) & by ( peter , thomas ) 
John beside Willow knows himself	sem	 know ( john , john ) & beside ( john , willow ) 
Leo behind Claire meets Victor	sem	 meet ( leo , victor ) & behind ( leo , claire ) 
Ursa sees herself	sem	see ( ursa , ursa )
Leo hears Ursa	sem	hear ( leo , ursa )
Ellie by Ynez meets herself	sem	 meet ( ellie , ellie ) & by ( ellie , ynez ) 
Ynez by Peter runs	sem	 run ( ynez ) & by ( ynez , peter ) 
Isla believes Thomas	sem	believe ( isla , thomas )
Henry dances	sem	dance ( henry )
Ynez sings	sem	sing ( ynez )
Ron by Frank runs	sem	 run ( ron ) & by ( ron , frank ) 
Daniel dances	sem	dance ( daniel )
Isla meets Victor	sem	meet ( isla , victor )
John hears himself	sem	hear ( john , john )
Xavier believes himself	sem	believe ( xavier , xavier )
Isla sings	sem	sing ( isla )
Mary near Ursa sleeps	sem	 sleep ( mary ) & near ( mary , ursa ) 
Ynez near Peter knows Grace	sem	 know ( ynez , grace ) & near ( ynez , peter ) 
Grace believes Olivia	sem	believe ( grace , olivia )
Zack behind Willow sees Peter	sem	 see ( zack , peter ) & behind ( zack , willow ) 
Thomas beside Claire knows Grace	sem	 know ( thomas , grace ) & beside ( thomas , claire ) 
Peter near Isla believes Isla	sem	 believe ( peter , isla ) & near ( peter , isla ) 
Xavier behind Victor hears Peter	sem	 hear ( xavier , peter ) & behind ( xavier , victor ) 
Mary by Bob knows Henry	sem	 know ( mary , henry ) & by ( mary , bob ) 
Alice meets Henry	sem	meet ( alice , henry )
Sarah meets Xavier	sem	meet ( sarah , xavier )
Mary sleeps	sem	sleep ( mary )
Willow behind Thomas knows Daniel	sem	 know ( willow , daniel ) & behind ( willow , thomas ) 
Thomas behind Quinn hears himself	sem	 hear ( thomas , thomas ) & behind ( thomas , quinn ) 
Ynez sees herself	sem	see ( ynez , ynez )
Olivia near Peter runs	sem	 run ( olivia ) & near ( olivia , peter ) 
