source	transformation	target
Ynez by Alice runs	sem	 run ( ynez ) & by ( ynez , alice ) 
Sarah sees Alice	sem	see ( sarah , alice )
Claire near Claire sees herself	sem	 see ( claire , claire ) & near ( claire , claire ) 
Bob behind Ursa sees Willow	sem	 see ( bob , willow ) & behind ( bob , ursa ) 
John sees Zack	sem	see ( john , zack )
Quinn behind John sees Ned	sem	 see ( quinn , ned ) & behind ( quinn , john ) 
John sees Isla	sem	see ( john , isla )
Willow behind Isla sees herself	sem	 see ( willow , willow ) & behind ( willow , isla ) 
Ron behind Thomas sees himself	sem	 see ( ron , ron ) & behind ( ron , thomas ) 
Sarah sees Ellie	sem	see ( sarah , ellie )
Ursa sees Ned	sem	see ( ursa , ned )
Peter near Frank sees Isla	sem	 see ( peter , isla ) & near ( peter , frank ) 
Leo sees Kate	sem	see ( leo , kate )
Ursa by Quinn runs	sem	 run ( ursa ) & by ( ursa , quinn ) 
Claire runs	sem	run ( claire )
Sarah sees herself	sem	see ( sarah , sarah )
Ynez near Leo sees Thomas	sem	 see ( ynez , thomas ) & near ( ynez , leo ) 
Frank sees Xavier	sem	see ( frank , xavier )
Willow runs	sem	run ( willow )
Thomas sees himself	sem	see ( thomas , thomas )
Ursa beside John sees Peter	sem	 see ( ursa , peter ) & beside ( ursa , john ) 
Willow sees Claire	sem	see ( willow , claire )
Quinn sees herself	sem	see ( quinn , quinn )
Daniel near Quinn sees himself	sem	 see ( daniel , daniel ) & near ( daniel , quinn ) 
Isla behind Grace runs	sem	 run ( isla ) & behind ( isla , grace ) 
Willow runs	sem	run ( willow )
Willow by Sarah sees Victor	sem	 see ( willow , victor ) & by ( willow , sarah ) 
Olivia runs	sem	run ( olivia )
Daniel behind Mary runs	sem	 run ( daniel ) & behind ( daniel , mary ) 
Kate near Leo runs	sem	 run ( kate ) & near ( kate , leo ) 
Isla near Sarah sees Kate	sem	 see ( isla , kate ) & near ( isla , sarah ) 
Alice near Victor sees Isla	sem	 see ( alice , isla ) & near ( alice , victor ) 
Daniel runs	sem	run ( daniel )
Alice by Olivia runs	sem	 run ( alice ) & by ( alice , olivia ) 
Peter near John sees Willow	sem	 see ( peter , willow ) & near ( peter , john ) 
Isla runs	sem	run ( isla )
Ron behind Alice sees himself	sem	 see ( ron , ron ) & behind ( ron , alice ) 
Willow runs	sem	run ( willow )
Zack sees Bob	sem	see ( zack , bob )
Ron beside Xavier sees Claire	sem	 see ( ron , claire ) & beside ( ron , xavier ) 
Sarah sees Quinn	sem	see ( sarah , quinn )
Ron near Peter sees himself	sem	 see ( ron , ron ) & near ( ron , peter ) 
Henry sees himself	sem	see ( henry , henry )
Willow near Olivia sees herself	sem	 see ( willow , willow ) & near ( willow , olivia ) 
Olivia near Bob sees Quinn	sem	 see ( olivia , quinn ) & near ( olivia , bob ) 
Zack near Ursa runs	sem	 run ( zack ) & near ( zack , ursa ) 
Olivia beside Peter sees Grace	sem	 see ( olivia , grace ) & beside ( olivia , peter ) 
Frank runs	sem	run ( frank )
Claire sees Daniel	sem	see ( claire , daniel )
John beside Thomas runs	sem	 run ( john ) & beside ( john , thomas ) 
Ellie sees Kate	sem	see ( ellie , kate )
Henry by Peter sees Willow	sem	 see ( henry , willow ) & by ( henry , peter ) 
Xavier runs	sem	run ( xavier )
Ron runs	sem	run ( ron )
Henry beside Claire sees John	sem	 see ( henry , john ) & beside ( henry , claire ) 
Claire runs	sem	run ( claire )
John behind Zack sees Ynez	sem	 see ( john , ynez ) & behind ( john , zack ) 
Peter by John runs	sem	 run ( peter ) & by ( peter , john ) 
Zack by Daniel sees Claire	sem	 see ( zack , claire ) & by ( zack , daniel ) 
Mary by Willow runs	sem	 run ( mary ) & by ( mary , willow ) 
Henry sees Ellie	sem	see ( henry , ellie )
Claire runs	sem	run ( claire )
Kate behind Claire sees Grace	sem	 see ( kate , grace ) & behind ( kate , claire ) 
Quinn behind Daniel sees herself	sem	 see ( quinn , quinn ) & behind ( quinn , daniel ) 
Zack sees Zack	sem	see ( zack , zack )
Thomas behind Sarah sees Mary	sem	 see ( thomas , mary ) & behind ( thomas , sarah ) 
Zack near Daniel sees Frank	sem	 see ( zack , frank ) & near ( zack , daniel ) 
Ned near Quinn sees himself	sem	 see ( ned , ned ) & near ( ned , quinn ) 
Ellie runs	sem	run ( ellie )
Daniel sees Grace	sem	see ( daniel , grace )
Claire sees herself	sem	see ( claire , claire )
Quinn near Mary sees Daniel	sem	 see ( quinn , daniel ) & near ( quinn , mary ) 
Ron behind Mary sees Thomas	sem	 see ( ron , thomas ) & behind ( ron , mary ) 
John by Ned sees John	sem	 see ( john , john ) & by ( john , ned ) 
Ynez runs	sem	run ( ynez )
Quinn sees Olivia	sem	see ( quinn , olivia )
Ursa sees Mary	sem	see ( ursa , mary )
Leo runs	sem	run ( leo )
Daniel beside Alice sees himself	sem	 see ( daniel , daniel ) & beside ( daniel , alice ) 
Bob near Thomas runs	sem	 run ( bob ) & near ( bob , thomas ) 
Zack sees himself	sem	see ( zack , zack )
Henry sees himself	sem	see ( henry , henry )
Mary behind Ursa runs	sem	 run ( mary ) & behind ( mary , ursa ) 
Daniel near Olivia runs	sem	 run ( daniel ) & near ( daniel , olivia ) 
Ynez runs	sem	run ( ynez )
Xavier sees Thomas	sem	see ( xavier , thomas )
Xavier sees Thomas	sem	see ( xavier , thomas )
John beside Thomas runs	sem	 run ( john ) & beside ( john , thomas ) 
Xavier behind Victor sees Grace	sem	 see ( xavier , grace ) & behind ( xavier , victor ) 
Quinn by Ynez sees Grace	sem	 see ( quinn , grace ) & by ( quinn , ynez ) 
Thomas sees Claire	sem	see ( thomas , claire )
Peter runs	sem	run ( peter )
Sarah beside Isla sees Claire	sem	 see ( sarah , claire ) & beside ( sarah , isla ) 
Ellie sees Ursa	sem	see ( ellie , ursa )
Frank runs	sem	run ( frank )
Ned by Quinn sees himself	sem	 see ( ned , ned ) & by ( ned , quinn ) 
Bob near Bob runs	sem	 run ( bob ) & near ( bob , bob ) 
Henry sees Sarah	sem	see ( henry , sarah )
Ron sees Ynez	sem	see ( ron , ynez )
Kate runs	sem	run ( kate )
Frank near Frank sees John	sem	 see ( frank , john ) & near ( frank , frank ) 
Peter beside Grace runs	sem	 run ( peter ) & beside ( peter , grace ) 
Ursa sees herself	sem	see ( ursa , ursa )
Quinn runs	sem	run ( quinn )
Ynez behind Xavier sees Quinn	sem	 see ( ynez , quinn ) & behind ( ynez , xavier ) 
Frank runs	sem	run ( frank )
Bob by Ursa sees himself	sem	 see ( bob , bob ) & by ( bob , ursa ) 
Alice near Ellie runs	sem	 run ( alice ) & near ( alice , ellie ) 
Quinn runs	sem	run ( quinn )
Ellie sees Leo	sem	see ( ellie , leo )
Ursa near Mary sees herself	sem	 see ( ursa , ursa ) & near ( ursa , mary ) 
Henry near Ynez sees Kate	sem	 see ( henry , kate ) & near ( henry , ynez ) 
Leo near Ned sees Quinn	sem	 see ( leo , quinn ) & near ( leo , ned ) 
Sarah sees Willow	sem	see ( sarah , willow )
Peter sees Bob	sem	see ( peter , bob )
Ned sees Thomas	sem	see ( ned , thomas )
Daniel near Leo sees himself	sem	 see ( daniel , daniel ) & near ( daniel , leo ) 
Kate beside Mary sees Ellie	sem	 see ( kate , ellie ) & beside ( kate , mary ) 
Leo runs	sem	run ( leo )
Peter by Alice runs	sem	 run ( peter ) & by ( peter , alice ) 
Isla runs	sem	run ( isla )
Kate runs	sem	run ( kate )
Leo by Kate sees Ron	sem	 see ( leo , ron ) & by ( leo , kate ) 
Grace runs	sem	run ( grace )
Sarah runs	sem	run ( sarah )
Daniel by Ellie runs	sem	 run ( daniel ) & by ( daniel , ellie ) 
Daniel behind Xavier sees Sarah	sem	 see ( daniel , sarah ) & behind ( daniel , xavier ) 
Ellie beside Olivia sees herself	sem	 see ( ellie , ellie ) & beside ( ellie , olivia ) 
Frank near Olivia runs	sem	 run ( frank ) & near ( frank , olivia ) 
Sarah runs	sem	run ( sarah )
Alice behind Ynez sees Ynez	sem	 see ( alice , ynez ) & behind ( alice , ynez ) 
Peter runs	sem	run ( peter )
Ellie behind Frank runs	sem	 run ( ellie ) & behind ( ellie , frank ) 
Mary runs	sem	run ( mary )
Bob runs	sem	run ( bob )
Ned behind Victor runs	sem	 run ( ned ) & behind ( ned , victor ) 
Peter behind Zack sees himself	sem	 see ( peter , peter ) & behind ( peter , zack ) 
Ron sees himself	sem	see ( ron , ron )
Ursa beside Thomas sees Claire	sem	 see ( ursa , claire ) & beside ( ursa , thomas ) 
Claire behind Isla sees Peter	sem	 see ( claire , peter ) & behind ( claire , isla ) 
Claire sees Frank	sem	see ( claire , frank )
Xavier behind Ned runs	sem	 run ( xavier ) & behind ( xavier , ned ) 
Bob runs	sem	run ( bob )
Frank near Leo sees himself	sem	 see ( frank , frank ) & near ( frank , leo ) 
Zack behind Kate sees Ellie	sem	 see ( zack , ellie ) & behind ( zack , kate ) 
Thomas by Ynez runs	sem	 run ( thomas ) & by ( thomas , ynez ) 
Victor behind Leo sees Henry	sem	 see ( victor , henry ) & behind ( victor , leo ) 
Olivia beside Willow sees herself	sem	 see ( olivia , olivia ) & beside ( olivia , willow ) 
Ned sees Kate	sem	see ( ned , kate )
Bob behind Claire runs	sem	 run ( bob ) & behind ( bob , claire ) 
Sarah near Victor runs	sem	 run ( sarah ) & near ( sarah , victor ) 
Xavier by Sarah sees Xavier	sem	 see ( xavier , xavier ) & by ( xavier , sarah ) 
Ned sees Daniel	sem	see ( ned , daniel )
Claire sees herself	sem	see ( claire , claire )
Victor behind Peter sees Zack	sem	 see ( victor , zack ) & behind ( victor , peter ) 
Grace sees herself	sem	see ( grace , grace )
Isla runs	sem	run ( isla )
Kate beside John runs	sem	 run ( kate ) & beside ( kate , john ) 
Isla near Zack runs	sem	 run ( isla ) & near ( isla , zack ) 
Quinn runs	sem	run ( quinn )
Frank runs	sem	run ( frank )
Quinn beside John sees herself	sem	 see ( quinn , quinn ) & beside ( quinn , john ) 
Ned near Grace sees Frank	sem	 see ( ned , frank ) & near ( ned , grace ) 
Ursa runs	sem	run ( ursa )
Alice beside Kate runs	sem	 run ( alice ) & beside ( alice , kate ) 
Ron beside Daniel runs	sem	 run ( ron ) & beside ( ron , daniel ) 
Leo runs	sem	run ( leo )
Willow behind Isla runs	sem	 run ( willow ) & behind ( willow , isla ) 
Bob runs	sem	run ( bob )
Isla runs	sem	run ( isla )
Xavier runs	sem	run ( xavier )
Olivia sees Quinn	sem	see ( olivia , quinn )
Ellie sees herself	sem	see ( ellie , ellie )
Thomas runs	sem	run ( thomas )
Quinn runs	sem	run ( quinn )
Xavier beside Leo runs	sem	 run ( xavier ) & beside ( xavier , leo ) 
Sarah beside Ursa runs	sem	 run ( sarah ) & beside ( sarah , ursa ) 
John behind Leo sees Ron	sem	 see ( john , ron ) & behind ( john , leo ) 
Frank sees Willow	sem	see ( frank , willow )
Thomas near Mary sees Olivia	sem	 see ( thomas , olivia ) & near ( thomas , mary ) 
Willow by Ned runs	sem	 run ( willow ) & by ( willow , ned ) 
Ursa behind Willow runs	sem	 run ( ursa ) & behind ( ursa , willow ) 
Quinn runs	sem	run ( quinn )
Ursa runs	sem	run ( ursa )
Ynez near Ursa sees Ron	sem	 see ( ynez , ron ) & near ( ynez , ursa ) 
Henry near Claire sees Ned	sem	 see ( henry , ned ) & near ( henry , claire ) 
Victor runs	sem	run ( victor )
Ron behind Bob sees himself	sem	 see ( ron , ron ) & behind ( ron , bob ) 
Isla near Claire sees John	sem	 see ( isla , john ) & near ( isla , claire ) 
Sarah near Bob sees herself	sem	 see ( sarah , sarah ) & near ( sarah , bob ) 
Ron by Xavier sees Quinn	sem	 see ( ron , quinn ) & by ( ron , xavier ) 
Zack sees Quinn	sem	see ( zack , quinn )
Sarah by Grace sees Thomas	sem	 see ( sarah , thomas ) & by ( sarah , grace ) 
Sarah beside Daniel runs	sem	 run ( sarah ) & beside ( sarah , daniel ) 
Ynez near Alice runs	sem	 run ( ynez ) & near ( ynez , alice ) 
Ynez by Mary sees Mary	sem	 see ( ynez , mary ) & by ( ynez , mary ) 
Frank near Bob runs	sem	 run ( frank ) & near ( frank , bob ) 
Ron runs	sem	run ( ron )
John beside Ron runs	sem	 run ( john ) & beside ( john , ron ) 
Ynez runs	sem	run ( ynez )
Victor behind Henry runs	sem	 run ( victor ) & behind ( victor , henry ) 
Xavier sees himself	sem	see ( xavier , xavier )
Thomas beside Alice sees Sarah	sem	 see ( thomas , sarah ) & beside ( thomas , alice ) 
Thomas by Daniel sees Ursa	sem	 see ( thomas , ursa ) & by ( thomas , daniel ) 
Xavier sees John	sem	see ( xavier , john )
Ellie sees herself	sem	see ( ellie , ellie )
Henry runs	sem	run ( henry )
Frank by Leo runs	sem	 run ( frank ) & by ( frank , leo ) 
Leo by Sarah sees Bob	sem	 see ( leo , bob ) & by ( leo , sarah ) 
Zack by Ynez sees himself	sem	 see ( zack , zack ) & by ( zack , ynez ) 
Thomas sees himself	sem	see ( thomas , thomas )
John near Olivia sees Quinn	sem	 see ( john , quinn ) & near ( john , olivia ) 
Isla sees Grace	sem	see ( isla , grace )
Daniel behind Leo sees Sarah	sem	 see ( daniel , sarah ) & behind ( daniel , leo ) 
Daniel sees Henry	sem	see ( daniel , henry )
Kate sees Daniel	sem	see ( kate , daniel )
Thomas by Mary runs	sem	 run ( thomas ) & by ( thomas , mary ) 
Peter by Ellie sees Ellie	sem	 see ( peter , ellie ) & by ( peter , ellie ) 
Mary behind Claire sees herself	sem	 see ( mary , mary ) & behind ( mary , claire ) 
Sarah beside Ned sees Grace	sem	 see ( sarah , grace ) & beside ( sarah , ned ) 
Ned beside Willow sees Zack	sem	 see ( ned , zack ) & beside ( ned , willow ) 
Alice sees Frank	sem	see ( alice , frank )
Isla sees Xavier	sem	see ( isla , xavier )
Isla sees Thomas	sem	see ( isla , thomas )
Victor runs	sem	run ( victor )
Quinn runs	sem	run ( quinn )
Sarah near Peter sees herself	sem	 see ( sarah , sarah ) & near ( sarah , peter ) 
Mary by Henry runs	sem	 run ( mary ) & by ( mary , henry ) 
Leo by Ellie sees Kate	sem	 see ( leo , kate ) & by ( leo , ellie ) 
Mary sees herself	sem	see ( mary , mary )
Alice beside Alice sees Ynez	sem	 see ( alice , ynez ) & beside ( alice , alice ) 
Mary sees Quinn	sem	see ( mary , quinn )
Ursa runs	sem	run ( ursa )
John sees himself	sem	see ( john , john )
Kate sees Xavier	sem	see ( kate , xavier )
Bob near John sees Quinn	sem	 see ( bob , quinn ) & near ( bob , john ) 
Willow sees herself	sem	see ( willow , willow )
Leo runs	sem	run ( leo )
John runs	sem	run ( john )
John behind Thomas sees Isla	sem	 see ( john , isla ) & behind ( john , thomas ) 
John by Victor runs	sem	 run ( john ) & by ( john , victor ) 
Claire beside Mary sees herself	sem	 see ( claire , claire ) & beside ( claire , mary ) 
Daniel runs	sem	run ( daniel )
Bob by Peter sees Ron	sem	 see ( bob , ron ) & by ( bob , peter ) 
Grace behind Zack sees John	sem	 see ( grace , john ) & behind ( grace , zack ) 
Ellie runs	sem	run ( ellie )
Xavier beside Olivia sees Willow	sem	 see ( xavier , willow ) & beside ( xavier , olivia ) 
Ursa runs	sem	run ( ursa )
Ynez sees Ursa	sem	see ( ynez , ursa )
Zack by Sarah sees Mary	sem	 see ( zack , mary ) & by ( zack , sarah ) 
Zack behind Quinn runs	sem	 run ( zack ) & behind ( zack , quinn ) 
Kate behind Thomas sees herself	sem	 see ( kate , kate ) & behind ( kate , thomas ) 
Claire behind Alice sees herself	sem	 see ( claire , claire ) & behind ( claire , alice ) 
Quinn beside Victor sees herself	sem	 see ( quinn , quinn ) & beside ( quinn , victor ) 
Bob runs	sem	run ( bob )
Olivia runs	sem	run ( olivia )
Ned runs	sem	run ( ned )
Zack near Ynez runs	sem	 run ( zack ) & near ( zack , ynez ) 
Ursa by Olivia sees herself	sem	 see ( ursa , ursa ) & by ( ursa , olivia ) 
Isla near Kate runs	sem	 run ( isla ) & near ( isla , kate ) 
Willow sees Quinn	sem	see ( willow , quinn )
Isla sees Ron	sem	see ( isla , ron )
Daniel sees himself	sem	see ( daniel , daniel )
Victor beside Ned sees himself	sem	 see ( victor , victor ) & beside ( victor , ned ) 
Isla behind Ron sees herself	sem	 see ( isla , isla ) & behind ( isla , ron ) 
John by Ynez sees Ned	sem	 see ( john , ned ) & by ( john , ynez ) 
Claire by Grace sees Mary	sem	 see ( claire , mary ) & by ( claire , grace ) 
Quinn behind Daniel sees Sarah	sem	 see ( quinn , sarah ) & behind ( quinn , daniel ) 
Zack by Leo sees Isla	sem	 see ( zack , isla ) & by ( zack , leo ) 
Bob runs	sem	run ( bob )
Alice beside Grace sees Thomas	sem	 see ( alice , thomas ) & beside ( alice , grace ) 
Isla near Victor runs	sem	 run ( isla ) & near ( isla , victor ) 
Peter sees himself	sem	see ( peter , peter )
Ursa runs	sem	run ( ursa )
Bob behind Claire sees Daniel	sem	 see ( bob , daniel ) & behind ( bob , claire ) 
Ursa near Claire sees Frank	sem	 see ( ursa , frank ) & near ( ursa , claire ) 
Kate runs	sem	run ( kate )
Isla beside Olivia runs	sem	 run ( isla ) & beside ( isla , olivia ) 
Olivia sees Leo	sem	see ( olivia , leo )
Thomas by Olivia runs	sem	 run ( thomas ) & by ( thomas , olivia ) 
Ursa runs	sem	run ( ursa )
Alice runs	sem	run ( alice )
Kate near Quinn sees Olivia	sem	 see ( kate , olivia ) & near ( kate , quinn ) 
Alice beside Daniel runs	sem	 run ( alice ) & beside ( alice , daniel ) 
Victor near Victor sees Daniel	sem	 see ( victor , daniel ) & near ( victor , victor ) 
Thomas behind Ursa runs	sem	 run ( thomas ) & behind ( thomas , ursa ) 
John behind Kate sees himself	sem	 see ( john , john ) & behind ( john , kate ) 
Ron near Victor sees Mary	sem	 see ( ron , mary ) & near ( ron , victor ) 
John by Ned runs	sem	 run ( john ) & by ( john , ned ) 
Isla near Peter runs	sem	 run ( isla ) & near ( isla , peter ) 
Bob sees Quinn	sem	see ( bob , quinn )
Mary sees Sarah	sem	see ( mary , sarah )
Grace sees herself	sem	see ( grace , grace )
John sees Claire	sem	see ( john , claire )
Ellie beside Claire runs	sem	 run ( ellie ) & beside ( ellie , claire ) 
Ned sees Isla	sem	see ( ned , isla )
Isla sees Bob	sem	see ( isla , bob )
Ned sees himself	sem	see ( ned , ned )
Mary runs	sem	run ( mary )
Willow by Grace runs	sem	 run ( willow ) & by ( willow , grace ) 
John sees Ursa	sem	see ( john , ursa )
Bob sees Bob	sem	see ( bob , bob )
Ron runs	sem	run ( ron )
Alice behind Thomas sees Sarah	sem	 see ( alice , sarah ) & behind ( alice , thomas ) 
Ned beside Quinn sees Sarah	sem	 see ( ned , sarah ) & beside ( ned , quinn ) 
John beside Isla runs	sem	 run ( john ) & beside ( john , isla ) 
Victor by Willow sees Isla	sem	 see ( victor , isla ) & by ( victor , willow ) 
Ned sees himself	sem	see ( ned , ned )
John near Mary sees Ursa	sem	 see ( john , ursa ) & near ( john , mary ) 
Ned runs	sem	run ( ned )
Xavier sees himself	sem	see ( xavier , xavier )
Peter sees John	sem	see ( peter , john )
Alice runs	sem	run ( alice )
Zack sees Olivia	sem	see ( zack , olivia )
Olivia sees Ellie	sem	see ( olivia , ellie )
Ned beside Grace sees Daniel	sem	 see ( ned , daniel ) & beside ( ned , grace ) 
Ellie beside Mary sees Willow	sem	 see ( ellie , willow ) & beside ( ellie , mary ) 
Bob by Leo runs	sem	 run ( bob ) & by ( bob , leo ) 
Olivia near Sarah sees herself	sem	 see ( olivia , olivia ) & near ( olivia , sarah ) 
Ursa behind Ellie sees Zack	sem	 see ( ursa , zack ) & behind ( ursa , ellie ) 
Ynez sees John	sem	see ( ynez , john )
Daniel behind Mary runs	sem	 run ( daniel ) & behind ( daniel , mary ) 
Peter behind Xavier sees Leo	sem	 see ( peter , leo ) & behind ( peter , xavier ) 
Quinn sees Ned	sem	see ( quinn , ned )
Grace sees herself	sem	see ( grace , grace )
Peter sees Ron	sem	see ( peter , ron )
Daniel beside Olivia runs	sem	 run ( daniel ) & beside ( daniel , olivia ) 
Ellie sees Daniel	sem	see ( ellie , daniel )
Claire sees Daniel	sem	see ( claire , daniel )
Willow behind Alice sees herself	sem	 see ( willow , willow ) & behind ( willow , alice ) 
Victor sees Xavier	sem	see ( victor , xavier )
Kate beside Daniel runs	sem	 run ( kate ) & beside ( kate , daniel ) 
