source,target
James should walk since the student should prepare the cookies neg,James should not walk since the student should prepare the cookies
Vernon can sprinkle a souffle that George must eat neg,Vernon can not sprinkle a souffle that George must eat
since she can hide the strudels Hagrid should create many cakes that a professor should eat neg,since she can hide the strudels Hagrid should not create many cakes that a professor should eat
Albus should arrange the croissant that Draco can sprinkle neg,Albus should not arrange the croissant that Draco can sprinkle
she may eat the souffles neg,she may not eat the souffles
since Petunia must create the baklava which Voldemort can make Lupin should eat the cakes neg,since Petunia must create the baklava which Voldemort can make Lupin should not eat the cakes
Vernon can hide a souffle neg,Vernon can not hide a souffle
Petunia may create a doughnut which Lily should create neg,Petunia may not create a doughnut which Lily should create
the witch may chew the souffle that George may eat neg,the witch may not chew the souffle that George may eat
Harry may swim neg,Harry may not swim
the professor should create a cookie neg,the professor should not create a cookie
Draco can smile neg,Draco can not smile
Draco may chew the souffles neg,Draco may not chew the souffles
George should gobble the eclaires which she may create neg,George should not gobble the eclaires which she may create
Albus may hide a cake that Neville should hide neg,Albus may not hide a cake that Neville should hide
Ginny may prepare a cake neg,Ginny may not prepare a cake
Hermione must wiggle neg,Hermione must not wiggle
Hagrid should assemble the chocolates because Ginny may swim neg,Hagrid should not assemble the chocolates because Ginny may swim
McGonagall can create the cookies neg,McGonagall can not create the cookies
McGonagall should gobble a croissant which he must sprinkle neg,McGonagall should not gobble a croissant which he must sprinkle
she may laugh neg,she may not laugh
he should prepare a pancake neg,he should not prepare a pancake
since the wizard should giggle McGonagall must gobble a souffle which the professor may arrange neg,since the wizard should giggle McGonagall must not gobble a souffle which the professor may arrange
since a student should make a souffle a professor must hiccup neg,since a student should make a souffle a professor must not hiccup
Fred should wiggle neg,Fred should not wiggle
Hermione must sprinkle a croissant which the professor must hide neg,Hermione must not sprinkle a croissant which the professor must hide
Albus must prepare many eclaires neg,Albus must not prepare many eclaires
McGonagall should hiccup neg,McGonagall should not hiccup
she should eat many chocolates that Lupin should gobble neg,she should not eat many chocolates that Lupin should gobble
Albus must hiccup neg,Albus must not hiccup
because she must create a croissant a student can sprinkle the doughnuts neg,because she must create a croissant a student can not sprinkle the doughnuts
Voldemort can giggle neg,Voldemort can not giggle
a witch should chew many baklava neg,a witch should not chew many baklava
the witch can chew the pancake neg,the witch can not chew the pancake
since Harry must wiggle a witch should create a baklava that Fred should sprinkle neg,since Harry must wiggle a witch should not create a baklava that Fred should sprinkle
the wizard should laugh neg,the wizard should not laugh
since the student should gobble the pancake Neville should chew the cookies which Lupin should eat neg,since the student should gobble the pancake Neville should not chew the cookies which Lupin should eat
he should eat the baklava neg,he should not eat the baklava
Snape must assemble the baklava which Lupin must assemble neg,Snape must not assemble the baklava which Lupin must assemble
James should assemble the pancakes neg,James should not assemble the pancakes
the professor must sprinkle the souffle that Petunia should eat neg,the professor must not sprinkle the souffle that Petunia should eat
Petunia must arrange the pancake neg,Petunia must not arrange the pancake
because Vernon must assemble the cookies Harry can create the strudel neg,because Vernon must assemble the cookies Harry can not create the strudel
Hermione must arrange the chocolate neg,Hermione must not arrange the chocolate
she can prepare the eclaires neg,she can not prepare the eclaires
he must gobble the strudels which the professor may hide neg,he must not gobble the strudels which the professor may hide
the professor may chew the chocolates that Dobby may arrange neg,the professor may not chew the chocolates that Dobby may arrange
James can gobble a pancake that Harry may chew neg,James can not gobble a pancake that Harry may chew
Petunia must chew the chocolate neg,Petunia must not chew the chocolate
because Hermione can assemble the eclaire McGonagall should run neg,because Hermione can assemble the eclaire McGonagall should not run
a professor may chew a cake neg,a professor may not chew a cake
since the student must prepare the cakes which the witch can create he may create many cakes neg,since the student must prepare the cakes which the witch can create he may not create many cakes
Petunia can prepare the cookies neg,Petunia can not prepare the cookies
Ron may giggle because Hagrid must giggle neg,Ron may not giggle because Hagrid must giggle
McGonagall may make the pancake neg,McGonagall may not make the pancake
