source,target
Vernon should assemble many strudels which Albus must make neg,Vernon should not assemble many strudels which Albus must make
the student may run since Ron should chew a chocolate that a student should gobble neg,the student may not run since Ron should chew a chocolate that a student should gobble
James should sprinkle the pancake neg,James should not sprinkle the pancake
Vernon should sprinkle the cookies that Ron should gobble neg,Vernon should not sprinkle the cookies that Ron should gobble
she should arrange the strudel since Lupin may chew a croissant that a professor may hide neg,she should not arrange the strudel since Lupin may chew a croissant that a professor may hide
McGonagall should hide many chocolates that George should sprinkle neg,McGonagall should not hide many chocolates that George should sprinkle
Lily may assemble the souffle that Albus must assemble neg,Lily may not assemble the souffle that Albus must assemble
Fred must eat the pancake that Petunia must arrange neg,Fred must not eat the pancake that Petunia must arrange
Voldemort must jump neg,Voldemort must not jump
James must make the cakes neg,James must not make the cakes
he must sprinkle a cookie that a wizard can eat neg,he must not sprinkle a cookie that a wizard can eat
Snape should gobble the baklava neg,Snape should not gobble the baklava
a professor must hide the souffle which George should chew neg,a professor must not hide the souffle which George should chew
Vernon should hide many cakes neg,Vernon should not hide many cakes
Vernon can eat the cakes that Lily may prepare neg,Vernon can not eat the cakes that Lily may prepare
Harry must make the chocolate that Hermione may assemble neg,Harry must not make the chocolate that Hermione may assemble
Dobby can jump since Voldemort should gobble many croissants which James must prepare neg,Dobby can not jump since Voldemort should gobble many croissants which James must prepare
the professor should giggle neg,the professor should not giggle
the wizard may eat a chocolate neg,the wizard may not eat a chocolate
Ginny should sprinkle a baklava neg,Ginny should not sprinkle a baklava
George can create many strudels which a professor must sprinkle neg,George can not create many strudels which a professor must sprinkle
Neville must chew a doughnut that Voldemort must sprinkle neg,Neville must not chew a doughnut that Voldemort must sprinkle
Fred must run neg,Fred must not run
Vernon should gobble the doughnut neg,Vernon should not gobble the doughnut
Fred should run neg,Fred should not run
Draco must eat a chocolate which Neville must sprinkle neg,Draco must not eat a chocolate which Neville must sprinkle
since the student should make a souffle Hermione must create a eclaire neg,since the student should make a souffle Hermione must not create a eclaire
Petunia may create the croissant neg,Petunia may not create the croissant
Hermione may wiggle neg,Hermione may not wiggle
Ron must run neg,Ron must not run
Hermione should hide the strudel which Vernon must hide neg,Hermione should not hide the strudel which Vernon must hide
Ron should eat a doughnut that Petunia may hide neg,Ron should not eat a doughnut that Petunia may hide
a student can arrange a pancake that the student may gobble since Petunia must chew the pancakes neg,a student can not arrange a pancake that the student may gobble since Petunia must chew the pancakes
because McGonagall should make the strudels Draco must hide a souffle neg,because McGonagall should make the strudels Draco must not hide a souffle
a student can giggle because Petunia can arrange the chocolate neg,a student can not giggle because Petunia can arrange the chocolate
because Lily may eat the croissant McGonagall may prepare the cookies neg,because Lily may eat the croissant McGonagall may not prepare the cookies
a wizard can eat many cakes neg,a wizard can not eat many cakes
Fred must run neg,Fred must not run
Dobby should jump neg,Dobby should not jump
since George must jump a professor should prepare a chocolate neg,since George must jump a professor should not prepare a chocolate
a professor can prepare the pancake that she should create neg,a professor can not prepare the pancake that she should create
the professor should prepare the eclaire neg,the professor should not prepare the eclaire
Draco can eat a doughnut that Ron can chew neg,Draco can not eat a doughnut that Ron can chew
James must jump because Sirius must run since Snape can giggle neg,James must not jump because Sirius must run since Snape can giggle
since Harry must smile a witch should walk neg,since Harry must smile a witch should not walk
Fred must gobble the cookie neg,Fred must not gobble the cookie
Vernon should create many chocolates that George must sprinkle neg,Vernon should not create many chocolates that George must sprinkle
Petunia must arrange the doughnut neg,Petunia must not arrange the doughnut
the wizard should eat the chocolates neg,the wizard should not eat the chocolates
since Hermione must sprinkle the chocolates Sirius should assemble the souffles neg,since Hermione must sprinkle the chocolates Sirius should not assemble the souffles
a professor must sprinkle the doughnuts neg,a professor must not sprinkle the doughnuts
McGonagall can hide the cookies which Hermione should hide neg,McGonagall can not hide the cookies which Hermione should hide
Albus should swim neg,Albus should not swim
Lily must sprinkle the chocolates neg,Lily must not sprinkle the chocolates
the wizard can create the doughnut which Voldemort should chew neg,the wizard can not create the doughnut which Voldemort should chew
